epoch,loss,valLoss,accuracy,utc
1263,0,000044,0,000044,,2026-01-19T19:26:50.7616650+00:00
1264,0,000044,0,000043,,2026-01-19T19:26:50.7688210+00:00
1265,0,000043,0,000043,,2026-01-19T19:26:50.7763419+00:00
1266,0,000043,0,000043,,2026-01-19T19:26:50.7827008+00:00
1267,0,000043,0,000043,,2026-01-19T19:26:50.7893751+00:00
1268,0,000043,0,000043,,2026-01-19T19:26:50.7962071+00:00
1269,0,000043,0,000043,,2026-01-19T19:26:50.8062378+00:00
1270,0,000043,0,000043,1,000000,2026-01-19T19:26:50.8128477+00:00
1271,0,000043,0,000043,,2026-01-19T19:26:50.8210562+00:00
1272,0,000043,0,000043,,2026-01-19T19:26:50.8311939+00:00
1273,0,000043,0,000043,,2026-01-19T19:26:50.8389663+00:00
1274,0,000043,0,000043,,2026-01-19T19:26:50.8499274+00:00
1275,0,000043,0,000043,,2026-01-19T19:26:50.8565417+00:00
1276,0,000043,0,000043,,2026-01-19T19:26:50.8630281+00:00
1277,0,000043,0,000043,,2026-01-19T19:26:50.8696913+00:00
1278,0,000043,0,000043,,2026-01-19T19:26:50.8762944+00:00
1279,0,000043,0,000043,,2026-01-19T19:26:50.8858391+00:00
1280,0,000043,0,000043,1,000000,2026-01-19T19:26:50.8922176+00:00
1281,0,000043,0,000042,,2026-01-19T19:26:50.8986185+00:00
1282,0,000042,0,000042,,2026-01-19T19:26:50.9054865+00:00
1283,0,000042,0,000042,,2026-01-19T19:26:50.9121674+00:00
1284,0,000042,0,000042,,2026-01-19T19:26:50.9218030+00:00
1285,0,000042,0,000042,,2026-01-19T19:26:50.9284267+00:00
1286,0,000042,0,000042,,2026-01-19T19:26:50.9348974+00:00
1287,0,000042,0,000042,,2026-01-19T19:26:50.9416748+00:00
1288,0,000042,0,000042,,2026-01-19T19:26:50.9488256+00:00
1289,0,000042,0,000042,,2026-01-19T19:26:50.9589650+00:00
1290,0,000042,0,000042,1,000000,2026-01-19T19:26:50.9655711+00:00
1291,0,000042,0,000042,,2026-01-19T19:26:50.9724921+00:00
1292,0,000042,0,000042,,2026-01-19T19:26:50.9816802+00:00
1293,0,000042,0,000042,,2026-01-19T19:26:50.9884668+00:00
1294,0,000042,0,000042,,2026-01-19T19:26:50.9990196+00:00
