epoch,train_loss,val_loss,accuracy,elapsed_ms
43,0.4434942661396961,NaN,0.9090909090909091,4
44,0.43889146097226134,NaN,0.9090909090909091,4
45,0.4356879979467905,NaN,0.9090909090909091,4
46,0.43307936966317584,NaN,0.9090909090909091,4
47,0.42976953271257357,NaN,0.9090909090909091,4
48,0.42721739986187135,NaN,0.9090909090909091,4
49,0.42270568395545927,NaN,0.9090909090909091,9
50,0.41861714048709564,NaN,0.9090909090909091,9
51,0.41486603839642855,NaN,0.9090909090909091,9
52,0.40989511765754594,NaN,0.8181818181818182,9
53,0.4059211607468964,NaN,0.8181818181818182,9
54,0.40164479559415317,NaN,0.8181818181818182,9
55,0.3974222776747239,NaN,0.8181818181818182,9
56,0.392919390530901,NaN,0.8181818181818182,9
57,0.3894325983293033,NaN,0.8181818181818182,9
58,0.3850655199395519,NaN,0.8181818181818182,9
59,0.3811487771245589,NaN,0.8181818181818182,9
60,0.3782141084445337,NaN,0.8181818181818182,10
61,0.3735663053789709,NaN,0.9090909090909091,10
62,0.37017630746039737,NaN,0.9090909090909091,10
63,0.3661302372229303,NaN,0.9090909090909091,10
64,0.3626428101549907,NaN,0.9090909090909091,10
65,0.3593018685974146,NaN,0.9090909090909091,10
66,0.3550704321990328,NaN,0.9090909090909091,10
67,0.3518137765046201,NaN,0.9090909090909091,10
68,0.3478775463163876,NaN,0.9090909090909091,10
69,0.3440189472348358,NaN,0.9090909090909091,10
70,0.340827838971774,NaN,0.9090909090909091,10
71,0.33634858344477886,NaN,0.9090909090909091,11
72,0.3338702734765456,NaN,0.9090909090909091,11
73,0.3324289650917149,NaN,0.9090909090909091,11
74,0.32944134961298105,NaN,0.9090909090909091,11
75,0.32669234412125253,NaN,0.9090909090909091,11
76,0.32357949505881994,NaN,0.9090909090909091,11
77,0.32016938685624685,NaN,0.9090909090909091,11
78,0.3176472477308222,NaN,0.9090909090909091,11
79,0.31380117984358596,NaN,0.9090909090909091,11
80,0.3105455050820444,NaN,0.9090909090909091,11
81,0.30796889992847515,NaN,0.9090909090909091,11
82,0.305402255501271,NaN,0.9090909090909091,11
83,0.3034665517133555,NaN,0.9090909090909091,11
84,0.30063771371189285,NaN,0.9090909090909091,12
85,0.2982088472668466,NaN,0.9090909090909091,12
86,0.2958188784872424,NaN,0.9090909090909091,12
87,0.29380577454061696,NaN,0.9090909090909091,12
88,0.2910349783670044,NaN,0.9090909090909091,12
89,0.28854220502691824,NaN,0.9090909090909091,12
90,0.28594821725850056,NaN,0.9090909090909091,12
91,0.28350896977917434,NaN,0.9090909090909091,12
92,0.2808169796195894,NaN,1,12
93,0.2782782685340473,NaN,1,12
94,0.27590405630108533,NaN,1,12
95,0.27340217669305383,NaN,1,12
96,0.27042349708414504,NaN,1,12
97,0.2680634104063579,NaN,1,13
98,0.26536359810425836,NaN,1,13
99,0.26293262874873774,NaN,1,13
100,0.26043628622080656,NaN,1,13
101,0.25789866500880315,NaN,1,13
102,0.25644389343205015,NaN,1,13
103,0.25434868942909844,NaN,1,13
104,0.2522333613197809,NaN,1,13
105,0.25060174174180583,NaN,1,13
106,0.24894773734098344,NaN,1,13
107,0.24600085100469907,NaN,1,13
108,0.24403989249112748,NaN,1,13
109,0.24227479916165987,NaN,1,13
110,0.24081408796562506,NaN,1,14
111,0.2390785236305417,NaN,1,14
112,0.23761470306517474,NaN,1,14
113,0.23451944723340937,NaN,1,14
114,0.2321434253400074,NaN,1,14
115,0.23103065149101407,NaN,1,14
116,0.22887960832064833,NaN,1,14
117,0.22739164966601172,NaN,1,14
118,0.22545478490729245,NaN,1,14
119,0.22371043786081432,NaN,1,14
120,0.22218876832485693,NaN,1,14
121,0.22064423281476248,NaN,1,14
122,0.21907890062663557,NaN,1,14
123,0.21755494662622868,NaN,1,14
124,0.21607338829087092,NaN,1,15
125,0.21398146337772103,NaN,1,15
126,0.21279729281327556,NaN,1,15
127,0.2105914478934134,NaN,1,15
128,0.20871424695333599,NaN,1,15
129,0.20753852908148404,NaN,1,15
130,0.20745634455110745,NaN,1,15
131,0.2056396640055034,NaN,1,15
132,0.20433995590041054,NaN,1,15
133,0.20331270537839352,NaN,1,15
134,0.20231256285451812,NaN,1,15
135,0.20137775703474564,NaN,1,15
136,0.20028489398307522,NaN,1,16
137,0.2007054514109335,NaN,1,16
138,0.19907079917835893,NaN,1,16
139,0.1976757065731862,NaN,1,16
140,0.19565028076924887,NaN,1,16
141,0.1943751726893675,NaN,1,16
142,0.19260908162173437,NaN,1,16
143,0.19095020804376614,NaN,1,16
144,0.18936858299711024,NaN,1,16
145,0.1882503852981159,NaN,1,17
146,0.18621365399132037,NaN,1,17
147,0.18448381103523664,NaN,1,17
148,0.18323763476463528,NaN,1,17
149,0.18392407517227835,NaN,1,17
150,0.18148751728897547,NaN,1,17
151,0.18075342164705813,NaN,1,17
152,0.17976795212530086,NaN,1,17
153,0.1788541856375579,NaN,1,17
154,0.17791076683034404,NaN,1,17
155,0.17654007090193768,NaN,1,17
156,0.1757578797440339,NaN,1,17
157,0.17438934496782021,NaN,1,18
158,0.17357110973829257,NaN,1,18
159,0.17223205900952354,NaN,1,18
160,0.17134154010520247,NaN,1,18
161,0.17026935177799454,NaN,1,18
162,0.1694305547627069,NaN,1,18
163,0.1684787014201562,NaN,1,18
164,0.16784107625508612,NaN,1,18
165,0.16656493990846344,NaN,1,18
166,0.16567228825089939,NaN,1,18
167,0.16551902592785747,NaN,1,18
168,0.16407289105569156,NaN,1,18
169,0.16258880955920668,NaN,1,19
170,0.1618335344643225,NaN,1,19
171,0.16093429035206774,NaN,1,19
172,0.159779372055993,NaN,1,19
173,0.15903415935922308,NaN,1,19
174,0.15907198522203225,NaN,1,19
175,0.15820288373979516,NaN,1,19
176,0.1581555382088899,NaN,1,19
177,0.15714247863906133,NaN,1,19
178,0.15611559144050904,NaN,1,19
179,0.15513621063905667,NaN,1,19
180,0.15450613528349766,NaN,1,19
181,0.15384401871117426,NaN,1,19
182,0.15290446903314148,NaN,1,19
183,0.15143382518057827,NaN,1,19
184,0.1501813181040631,NaN,1,20
185,0.15016395975302768,NaN,1,20
186,0.14932568673787086,NaN,1,20
187,0.14880449140896215,NaN,1,20
188,0.14808632828499813,NaN,1,20
189,0.14745419900605225,NaN,1,20
190,0.1468482595154713,NaN,1,20
191,0.14630646743909018,NaN,1,20
192,0.1460218913076054,NaN,1,20
193,0.1455843369165672,NaN,1,20
194,0.1462563936432437,NaN,1,21
195,0.14461521709932462,NaN,1,21
196,0.14364943488513104,NaN,1,21
197,0.14315282352934286,NaN,1,21
198,0.1415708842521313,NaN,1,21
199,0.14069293875547298,NaN,1,21
200,0.1400205785495993,NaN,1,21
201,0.13919271057023752,NaN,1,21
202,0.1380636442381353,NaN,1,21
203,0.13698422892457118,NaN,1,21
204,0.13664727841897004,NaN,1,21
205,0.13624538812350775,NaN,1,21
206,0.1353085163668213,NaN,1,21
207,0.13530597108294964,NaN,1,22
208,0.13482551010459357,NaN,1,22
209,0.13438983043341007,NaN,1,22
210,0.1340524972014414,NaN,1,22
211,0.13377392210204334,NaN,1,22
212,0.13341562285039446,NaN,1,22
213,0.13358940489390803,NaN,1,22
214,0.1323415407705846,NaN,1,22
215,0.13115331153083593,NaN,1,22
216,0.1307320470424419,NaN,1,22
217,0.1293175526747675,NaN,1,22
218,0.12870432034341187,NaN,1,22
219,0.12765236968434657,NaN,1,22
220,0.12719848939928113,NaN,1,22
221,0.12734240528699514,NaN,1,23
222,0.12766796774368028,NaN,1,23
223,0.1268772747820136,NaN,1,23
224,0.1259253119119279,NaN,1,23
225,0.12661732770899609,NaN,1,23
226,0.12481850755245925,NaN,1,23
227,0.1241882641082864,NaN,1,23
228,0.12360611248060836,NaN,1,23
229,0.12323369630009945,NaN,1,23
230,0.12262557030119949,NaN,1,23
231,0.7858269552803585,NaN,1,24
232,0.12079634977847829,NaN,1,24
233,0.12129675064759807,NaN,1,24
234,0.12398989675068561,NaN,1,24
235,0.1265500701543559,NaN,1,24
236,0.1267258915290549,NaN,1,24
237,0.1275231642299224,NaN,1,24
238,0.1271454110284684,NaN,1,24
239,0.12681912288517103,NaN,1,24
240,0.12549902076357586,NaN,1,24
241,0.12490379877172221,NaN,1,24
242,0.12377545383968241,NaN,1,24
243,0.12293693334539949,NaN,1,24
244,0.12202788755681052,NaN,1,25
245,0.12099124966636189,NaN,1,25
246,0.1195789256049495,NaN,1,25
247,0.12050831230151876,NaN,1,25
248,0.11812210184998766,NaN,1,25
249,0.11773814107395837,NaN,1,25
250,0.11790612846071906,NaN,1,25
251,0.1170756815395359,NaN,1,25
252,0.11743976335572213,NaN,1,25
253,0.11697749941267066,NaN,1,25
254,0.11691325276447634,NaN,1,25
255,0.11677174319898533,NaN,1,25
256,0.1172009801445201,NaN,1,25
257,0.11584768964231863,NaN,1,26
258,0.11474075290516178,NaN,1,26
259,0.11412430517753974,NaN,1,26
260,0.11462685271807951,NaN,1,26
261,0.11317033159180391,NaN,1,26
262,0.11283168133870544,NaN,1,26
263,0.11264129548044176,NaN,1,26
264,0.11243604373026245,NaN,1,26
265,0.11222524506706356,NaN,1,27
266,0.11194374826799947,NaN,1,27
267,0.11167097664884675,NaN,1,27
268,0.11097684340629071,NaN,1,27
269,0.11030472687825112,NaN,1,27
270,0.11045222811017771,NaN,1,27
271,0.10940056794924537,NaN,1,27
272,0.10915882562700205,NaN,1,27
273,0.10908770639683953,NaN,1,27
274,0.10817204736080675,NaN,1,27
275,0.10830151716380913,NaN,1,27
276,0.10783772994124098,NaN,1,27
277,0.10810765947881175,NaN,1,28
278,0.10733785258714514,NaN,1,28
279,0.10689050378350587,NaN,1,28
280,0.10649386922287342,NaN,1,28
281,0.10644646600942016,NaN,1,28
282,0.10595329257114412,NaN,1,28
283,0.10565673792274252,NaN,1,28
284,0.10511116248297477,NaN,1,28
285,0.10452158309185154,NaN,1,28
286,0.10409522821740674,NaN,1,28
287,0.10349750036479016,NaN,1,28
288,0.10355065060643319,NaN,1,28
289,0.10427798414403791,NaN,1,28
290,0.10329858835553737,NaN,1,29
291,0.10299907532168491,NaN,1,29
292,0.10252298030910188,NaN,1,29
293,0.1016690726945168,NaN,1,29
294,0.10107074774073223,NaN,1,29
295,0.10146912666807685,NaN,1,29
296,0.10159053333927147,NaN,1,29
297,0.1011274830515478,NaN,1,29
298,0.10125248291472867,NaN,1,29
299,0.10127571401160651,NaN,1,29
300,0.1014416294437344,NaN,1,29
301,0.10186796234197532,NaN,1,29
302,0.10110507014790306,NaN,1,30
303,0.10017625662120463,NaN,1,30
304,0.10065362622898588,NaN,1,30
305,0.09859008218108695,NaN,1,30
306,0.09823521180748827,NaN,1,30
307,0.09764815990350084,NaN,1,30
308,0.09814582843311767,NaN,1,30
309,0.09697080435507667,NaN,1,30
310,0.09689141411782787,NaN,1,30
311,0.09639900281817994,NaN,1,30
312,0.09614715772314711,NaN,1,30
313,0.09590173235736019,NaN,1,30
314,0.09583128098655455,NaN,1,30
315,0.09543174957057153,NaN,1,31
316,0.09528289228015198,NaN,1,32
317,0.09494633601571874,NaN,1,33
318,0.09474341992827356,NaN,1,33
319,0.09449295065267917,NaN,1,33
320,0.09443247505579316,NaN,1,33
321,0.09413475002505584,NaN,1,33
322,0.09399234577572985,NaN,1,33
323,0.0937706779845362,NaN,1,33
324,0.09369468626034837,NaN,1,33
325,0.09315707946920639,NaN,1,33
326,0.09303331272757799,NaN,1,33
327,0.09275805917798849,NaN,1,33
328,0.09273811531027039,NaN,1,34
329,0.09221380542793907,NaN,1,34
330,0.09213700155874699,NaN,1,34
331,0.09336739609697849,NaN,1,34
332,0.09153658401205629,NaN,1,34
333,0.0911940464826468,NaN,1,34
334,0.0907858062277781,NaN,1,34
335,0.0904738453656907,NaN,1,34
336,0.09007883527388667,NaN,1,34
337,0.08967861276568863,NaN,1,34
338,0.08996595708145673,NaN,1,34
339,0.08912152698214061,NaN,1,35
340,0.08886275778481977,NaN,1,35
341,0.0886848717979949,NaN,1,35
342,0.08934420191054365,NaN,1,35
343,0.08834774375596276,NaN,1,35
344,0.0880655611722962,NaN,1,35
345,0.0878066879927189,NaN,1,35
346,0.0876294548924606,NaN,1,35
347,0.08725378904874337,NaN,1,35
348,0.08700777674557635,NaN,1,36
349,0.08711651400238812,NaN,1,36
350,0.08655313789861285,NaN,1,36
351,0.08631412734675686,NaN,1,36
352,0.08615502800424513,NaN,1,36
353,0.08588567389928331,NaN,1,36
354,0.08560689270228694,NaN,1,36
355,0.08586272994712442,NaN,1,36
356,0.08600208932453877,NaN,1,36
357,0.08588572811794844,NaN,1,36
358,0.08600609468000864,NaN,1,36
359,0.08515384491866028,NaN,1,36
360,0.0850020087584408,NaN,1,37
361,0.08426525192508821,NaN,1,37
362,0.08375165808596176,NaN,1,37
363,0.08328892102017432,NaN,1,37
364,0.0834551021561052,NaN,1,37
365,0.08292615442414972,NaN,1,37
366,0.0830397912024286,NaN,1,37
367,0.08327316355173961,NaN,1,37
368,0.08342213302072601,NaN,1,37
369,0.08342550473322681,NaN,1,37
370,0.08346910901813488,NaN,1,37
371,0.08394589704300483,NaN,1,37
372,0.0834385620753439,NaN,1,37
373,0.08257340066123929,NaN,1,38
374,0.08143958604274376,NaN,1,38
375,0.08118817208868599,NaN,1,38
376,0.08081703689426575,NaN,1,38
377,0.0799364725584666,NaN,1,38
378,0.08174063558043514,NaN,1,38
379,0.0806699781574661,NaN,1,38
380,0.08056847512951511,NaN,1,38
381,0.0804743405254575,NaN,1,38
382,0.08033671738644527,NaN,1,38
383,0.0803539646035928,NaN,1,38
384,0.07998523036496695,NaN,1,38
385,0.07940628680445559,NaN,1,38
386,0.079096210371023,NaN,1,38
387,0.07871994958020997,NaN,1,39
388,0.07840440904035839,NaN,1,39
389,0.07854779583174754,NaN,1,39
390,0.07788917611381006,NaN,1,39
391,0.07773290886069403,NaN,1,39
392,0.07770762816787896,NaN,1,39
393,0.07731562389730794,NaN,1,39
394,0.0773160801478724,NaN,1,39
395,0.07714099056672012,NaN,1,39
396,0.07699641065262403,NaN,1,39
397,0.07679964217936444,NaN,1,39
398,0.07685053611388151,NaN,1,39
399,0.07638650373525095,NaN,1,39
400,0.07627171203661441,NaN,1,39
401,0.07621007687998396,NaN,1,39
402,0.07607924858388997,NaN,1,40
403,0.07610837369105172,NaN,1,40
404,0.07607471520224983,NaN,1,40
405,0.07599022083488373,NaN,1,40
406,0.07604478747810046,NaN,1,40
407,0.07547283847791257,NaN,1,40
408,0.07477315267120528,NaN,1,40
409,0.07558455465040705,NaN,1,40
410,0.07433639619309584,NaN,1,40
411,0.0741860201829528,NaN,1,40
412,0.07396876520912764,NaN,1,40
413,0.07384086956913925,NaN,1,40
414,0.0737467137500314,NaN,1,40
415,0.07360385187517055,NaN,1,40
416,0.07358034774191768,NaN,1,41
417,0.07325933189061214,NaN,1,41
418,0.07302212828670766,NaN,1,41
419,0.07318609983586812,NaN,1,41
420,0.07313295446094337,NaN,1,41
421,0.07305527626990162,NaN,1,41
422,0.07303709965063966,NaN,1,41
423,0.07333858835713343,NaN,1,41
424,0.0733516103628795,NaN,1,41
425,0.07333985752867173,NaN,1,41
426,0.07322942975590513,NaN,1,41
427,0.07299979942551917,NaN,1,41
428,0.07259680698820878,NaN,1,41
429,0.07256632852289316,NaN,1,42
430,0.07209677137995656,NaN,1,42
431,0.0715671620142687,NaN,1,42
432,0.07092981136144526,NaN,1,42
433,0.07032793363136207,NaN,1,42
434,0.07032736166726053,NaN,1,42
435,0.06967094883862378,NaN,1,42
436,0.06940550694859883,NaN,1,42
437,0.06948296382333094,NaN,1,42
438,0.07063500979227323,NaN,1,42
439,0.07110423952743015,NaN,1,42
440,0.07180867562026715,NaN,1,42
441,0.07203451346469168,NaN,1,42
442,0.07225297856435234,NaN,1,42
443,0.07139528894116402,NaN,1,42
444,0.07119234755323058,NaN,1,42
445,0.0701434829427954,NaN,1,43
446,0.06915621806487565,NaN,1,43
447,0.06891421809034154,NaN,1,43
448,0.06852765596520322,NaN,1,43
449,0.06817674180597441,NaN,1,43
450,0.06784333929200105,NaN,1,43
451,0.06747125589953293,NaN,1,43
452,0.06728171581954628,NaN,1,43
453,0.06668529436319957,NaN,1,43
454,0.06671342018329808,NaN,1,43
455,0.066753347709669,NaN,1,43
456,0.0665299657794186,NaN,1,43
457,0.06680619354038274,NaN,1,43
458,0.06685301231443226,NaN,1,43
459,0.06707110312931251,NaN,1,43
460,0.06789712497145237,NaN,1,44
461,0.0691738415883062,NaN,1,44
462,0.06913153980759731,NaN,1,44
463,0.06792093538383644,NaN,1,44
464,0.06747027400785788,NaN,1,44
465,0.06712538393327239,NaN,1,44
466,0.0672014027584902,NaN,1,44
467,0.06633529373681209,NaN,1,44
468,0.06641935633206039,NaN,1,44
469,0.06612049130614088,NaN,1,44
470,0.06623302164241435,NaN,1,47
471,0.06574971141220641,NaN,1,47
472,0.06544402494496014,NaN,1,47
473,0.0659949794145696,NaN,1,47
474,0.06539612640099986,NaN,1,47
475,0.06544419426017764,NaN,1,47
476,0.06517596596188992,NaN,1,47
477,0.06504484157846634,NaN,1,47
478,0.06509404266274449,NaN,1,47
479,0.06518699398109172,NaN,1,47
480,0.06491726948588004,NaN,1,48
481,0.06495392178033023,NaN,1,48
482,0.06484055358348839,NaN,1,48
483,0.06490552339392797,NaN,1,48
484,0.06481860309008365,NaN,1,48
485,0.06414657432004957,NaN,1,48
486,0.0645146291532096,NaN,1,48
487,0.06386550926183815,NaN,1,48
488,0.06334879595374593,NaN,1,48
489,0.06310011927343102,NaN,1,48
490,0.06286559900332253,NaN,1,48
491,0.06304179953147739,NaN,1,48
492,0.06260611373684291,NaN,1,48
493,0.062339481310158075,NaN,1,49
494,0.06212076335276322,NaN,1,49
495,0.06217034121419289,NaN,1,49
496,0.06225337153386768,NaN,1,49
497,0.06234569556454403,NaN,1,49
498,0.06258913169749288,NaN,1,49
499,0.062018170185153994,NaN,1,49
500,0.06155616580722745,NaN,1,49
501,0.06208518330069381,NaN,1,49
502,0.06163146252144225,NaN,1,49
503,0.06095118903094831,NaN,1,49
504,0.06081216675483489,NaN,1,49
505,0.060841349602333186,NaN,1,49
506,0.061095074478349186,NaN,1,49
507,0.06037776393112327,NaN,1,50
508,0.06023826253484365,NaN,1,50
509,0.060261338707046634,NaN,1,50
510,0.059956142463516264,NaN,1,50
511,0.05989006327100054,NaN,1,50
512,0.0601190538058912,NaN,1,50
513,0.05963989820137075,NaN,1,50
514,0.05987389442429459,NaN,1,50
515,0.059359588481536656,NaN,1,50
516,0.05920788496673388,NaN,1,50
517,0.0591146586834407,NaN,1,50
518,0.05898043171655347,NaN,1,50
519,0.05901965555989042,NaN,1,50
520,0.0592044045168183,NaN,1,51
521,0.058660495185682456,NaN,1,51
522,0.058480720533851824,NaN,1,51
523,0.05838748902300971,NaN,1,51
524,0.058834363796054515,NaN,1,51
525,0.058323023748612715,NaN,1,51
526,0.05799981716256133,NaN,1,51
527,0.057874015646380436,NaN,1,51
528,0.05772287697239442,NaN,1,51
529,0.05763682697025385,NaN,1,51
530,0.05751036815856478,NaN,1,51
531,0.05757739964818223,NaN,1,51
532,0.057175597575858175,NaN,1,51
533,0.05702420529006811,NaN,1,51
534,0.05686315967437184,NaN,1,52
535,0.05670115139877778,NaN,1,52
536,0.05687438026770281,NaN,1,52
537,0.0569085699047764,NaN,1,52
538,0.05628845638198969,NaN,1,52
539,0.05614647154679885,NaN,1,52
540,0.056174096376157105,NaN,1,52
541,0.055763158182757205,NaN,1,52
542,0.05645859550528453,NaN,1,52
543,0.055942903064975597,NaN,1,52
544,0.05551652641141757,NaN,1,52
545,0.055997582076270765,NaN,1,52
546,0.05556177347427262,NaN,1,52
547,0.055296555755199144,NaN,1,52
548,0.055231811201822016,NaN,1,53
549,0.05538857614295656,NaN,1,53
550,0.05495817283109587,NaN,1,53
551,0.054701732510918616,NaN,1,53
552,0.05443017733500561,NaN,1,53
553,0.054248500875787566,NaN,1,53
554,0.05404221062854053,NaN,1,53
555,0.05388130915182663,NaN,1,53
556,0.053758164963824816,NaN,1,53
557,0.053740361421731546,NaN,1,53
558,0.05363818229669586,NaN,1,53
559,0.05359884764073853,NaN,1,53
560,0.054140083796987204,NaN,1,53
561,0.053573151633580424,NaN,1,53
562,0.05352327981138638,NaN,1,54
563,0.05324358147024433,NaN,1,54
564,0.05296004718810588,NaN,1,54
565,0.052644321301399705,NaN,1,54
566,0.052687742347423065,NaN,1,54
567,0.05236457620358584,NaN,1,54
568,0.05268027410012308,NaN,1,54
569,0.0525183950259664,NaN,1,54
570,0.05290067241760097,NaN,1,54
571,0.053138009846546264,NaN,1,54
572,0.053306260648513064,NaN,1,54
573,0.053429903831828066,NaN,1,54
574,0.05342828118227103,NaN,1,54
575,0.05347677144671863,NaN,1,54
576,0.0530602362060604,NaN,1,54
577,0.05299361972075475,NaN,1,55
578,0.05236273822833635,NaN,1,55
579,0.052124789619268926,NaN,1,55
580,0.05171088983935795,NaN,1,55
581,0.05138425430037449,NaN,1,55
582,0.05107038510588297,NaN,1,55
583,0.05101826733018076,NaN,1,55
584,0.05128734619045941,NaN,1,55
585,0.0508571573276013,NaN,1,55
586,0.05069892976084051,NaN,1,55
587,0.05106416516341021,NaN,1,55
588,0.050515577489821516,NaN,1,55
589,0.05039552612762178,NaN,1,55
590,0.050332074222940726,NaN,1,55
591,0.04990294966128876,NaN,1,56
592,0.050017450437684845,NaN,1,56
593,0.050823892099567655,NaN,1,56
594,0.05016799773498735,NaN,1,56
595,0.0500792517490539,NaN,1,56
596,0.050114859093097715,NaN,1,56
597,0.04987450882692406,NaN,1,56
598,0.04983456845037118,NaN,1,56
599,0.04975570924347435,NaN,1,56
600,0.049742411575265315,NaN,1,56
601,0.049475335426006996,NaN,1,56
602,0.04895335997217829,NaN,1,56
603,0.04854355860181068,NaN,1,56
604,0.04885308707463409,NaN,1,57
605,0.04900301968841581,NaN,1,57
606,0.048912677339579706,NaN,1,57
607,0.04943998869513748,NaN,1,57
608,0.04959490121674386,NaN,1,57
609,0.0507502328089325,NaN,1,57
610,0.05020709928699145,NaN,1,57
611,0.04995561586752906,NaN,1,57
612,0.04989397373912356,NaN,1,57
613,0.049263329933659894,NaN,1,57
614,0.04910112082112014,NaN,1,57
615,0.04911636321246926,NaN,1,57
616,0.048680406396880135,NaN,1,57
617,0.04861435224229239,NaN,1,58
618,0.04871069895499244,NaN,1,58
619,0.048643061560020205,NaN,1,58
620,0.04821199480614103,NaN,1,58
621,0.04828051151946571,NaN,1,58
622,0.04764999941207164,NaN,1,58
623,0.04750859653975379,NaN,1,58
624,0.047355976770032455,NaN,1,58
625,0.047238817051369855,NaN,1,58
626,0.04760720093365793,NaN,1,58
627,0.04690237582135573,NaN,1,58
628,0.046754977555984484,NaN,1,58
629,0.04665808117299717,NaN,1,58
630,0.04651082015005376,NaN,1,58
631,0.04641039861153351,NaN,1,59
632,0.04661154576759856,NaN,1,59
633,0.04661273525869221,NaN,1,59
634,0.04779723554463414,NaN,1,59
635,0.04748868654393319,NaN,1,59
636,0.04756125674958655,NaN,1,59
637,0.04670863674988512,NaN,1,59
638,0.04684140502369835,NaN,1,59
639,0.04643919745692042,NaN,1,59
640,0.046307859676284126,NaN,1,59
641,0.04633771498763695,NaN,1,60
642,0.046544595600625134,NaN,1,60
643,0.04598390084343686,NaN,1,60
644,0.04651046590647307,NaN,1,60
645,0.04590491458779948,NaN,1,60
646,0.04535226613947974,NaN,1,60
647,0.04525393945678628,NaN,1,60
648,0.04530132652768995,NaN,1,60
649,0.0448595579695033,NaN,1,60
650,0.04559848972132901,NaN,1,60
651,0.04482581601761565,NaN,1,60
652,0.044782305661129757,NaN,1,60
653,0.04473791288342826,NaN,1,60
654,0.044928494715850587,NaN,1,61
655,0.0445888542975519,NaN,1,61
656,0.04445480544985346,NaN,1,61
657,0.04465257680527413,NaN,1,61
658,0.0442457241731065,NaN,1,61
659,0.04439787751098372,NaN,1,61
660,0.04408316350011477,NaN,1,61
661,0.04392935832604516,NaN,1,61
662,0.04387761961922995,NaN,1,61
663,0.044353601244075,NaN,1,61
664,0.043773708925791556,NaN,1,61
665,0.04385034679479571,NaN,1,61
666,0.043562180897209354,NaN,1,62
667,0.043729402924618584,NaN,1,62
668,0.04336626890952782,NaN,1,62
669,0.043501738839470144,NaN,1,62
670,0.04299678526120843,NaN,1,62
671,0.042900594791058635,NaN,1,62
672,0.042775334258714444,NaN,1,62
673,0.04323748406659863,NaN,1,62
674,0.04255266628139266,NaN,1,62
675,0.042467304732371064,NaN,1,62
676,0.042395405747260015,NaN,1,62
677,0.04231819974379022,NaN,1,62
678,0.04225417114145687,NaN,1,62
679,0.042181983107373755,NaN,1,62
680,0.04209462080147045,NaN,1,62
681,0.04204704461626665,NaN,1,62
682,0.04202466198668438,NaN,1,63
683,0.04195253278974244,NaN,1,63
684,0.04194132033543069,NaN,1,63
685,0.04192909616859971,NaN,1,63
686,0.041967236811450676,NaN,1,63
687,0.042283995898315746,NaN,1,63
688,0.042111351569910624,NaN,1,63
689,0.04174896258514394,NaN,1,63
690,0.041702226301233436,NaN,1,63
691,0.04160203879256042,NaN,1,63
692,0.04139927226475681,NaN,1,63
693,0.04097787161101834,NaN,1,63
694,0.04081757780712074,NaN,1,63
695,0.040736008137260776,NaN,1,63
696,0.04102622643166334,NaN,1,64
697,0.04050151003970281,NaN,1,64
698,0.04049866182500619,NaN,1,64
699,0.040260847232545284,NaN,1,64
700,0.03999404793403341,NaN,1,64
701,0.04001758386173041,NaN,0.9090909090909091,64
702,0.04058357627314459,NaN,0.9090909090909091,64
703,0.04023923401566977,NaN,0.9090909090909091,64
704,0.040347797755584586,NaN,0.9090909090909091,64
705,0.03991525189405603,NaN,0.9090909090909091,64
